ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division,Source
GJ114F03,Shri Dhameliya Anilbhai Tulashibhai,Gujarat ,0,B.H.M.S./South Gujarat University,Homeopathy,Others,Pass,Supremo
GJ114F05,Shri Patel Mihir Pravinkumar,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ114F07,Shri Patel Rajendrakumar Mahendrabh,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HP114H04,Ms. Priyanka Verma,Himachal Pradesh ,0,B.Sc./Gurunanak Dev University Amritsar,Botany,Natural Sciences,First,Supremo
HP114H04,Ms. Priyanka Verma,Himachal Pradesh ,1,Master in Business Administration/University of Madras chennai,Human Resource,"Governance, Law and Management",First,Supremo
HP114H04,Ms. Priyanka Verma,Himachal Pradesh ,2,Master of Arts/Jawahar Lal Nehru University,Public Management,"Governance, Law and Management",First,Supremo
OR114Q04,Ms. Shilpa Sharma,Karnataka ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ114F06,Ms. Deepshikha Sharma,Punjab ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HY114G04,Ms. Preeti,Haryana ,0,"B.Tech./DCRUST, Murthal",Bio-Technology,"Engineering, Technology and Mathematics",First,Supremo
PB114R03,Shri Paramvir Singh,Punjab ,0,"B.A., LL.B./National Law University Delhi",Law,"Governance, Law and Management",First,Supremo
PB114R03,Shri Paramvir Singh,Punjab ,1,M.A./Jawahar Lal Nehru University/Jawahar Lal Nehru University,Public Management,"Governance, Law and Management",First,Supremo
PB114R04,Shri Sandeep Kumar,Punjab ,0,B.Tech./KURUKSHETRA UNIV KURUKSHETRA/REC now NIT Kurukshetra,Electronics and Communication,"Engineering, Technology and Mathematics",First with Distinction,Supremo
PB114R04,Shri Sandeep Kumar,Punjab ,1,PG Diploma/Kurukshetra/NIFM FARIDABAD,Financial Management,"Governance, Law and Management",First,Supremo
PB114R04,Shri Sandeep Kumar,Punjab ,2,M.A./JNU Delhi/LBSNAA,Public Management,"Governance, Law and Management",First,Supremo
RJ114S01,Shri Lok Bandhu,Rajasthan ,0,N.A.,N.A.,N.A.,N.A.,Supremo
RJ114S04,Shri Khushaal Yadav,Rajasthan ,0,N.A.,N.A.,N.A.,N.A.,Supremo
RJ114S05,Shri Sourabh Swami,Rajasthan ,0,N.A.,N.A.,N.A.,N.A.,Supremo
RJ114S07,Shri Inderjeet Yadav,Rajasthan ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A03,Shri Arjun Sharma,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A07,Ms. Aashika Jain,Punjab ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AM114C03,Shri Shantanu Sharma,Assam Meghalya ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AM114C04,Shri Rohan Kumar Jha,Assam Meghalya ,0,N.A.,N.A.,N.A.,N.A.,Supremo
CG114E05,Ms. Nupur Rashi Panna,Chhattisgarh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ114F04,Ms. Neha Kumari,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JH114J03,Shri Aditya Ranjan,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JH114J07,Shri Naman Priyesh Lakra,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH114N02,Shri Ayush Prasad,Maharashtra ,0,B.E./Manipur University/Manipal Academy of Higher Education,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
MP114M06,Shri Ritu Raj,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JK114I01,Shri Baseer Ul Haq,Jammu & Kashmir ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JK114I04,Shri Ch Mohd Yasin,Jammu & Kashmir ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KL114L01,Ms. Renu Raj,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
NL114P02,Shri Reny Wilfred,Nagaland ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AM114C08,Shri Suchin K V,Assam Meghalya ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP114B02,Shri Balaji D K,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP114B05,Shri Vinod Kumar V,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
CG114E02,Shri Vijay Dayaram K,Chhattisgarh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KN114K01,Shri Nitish K,Karnataka ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KN114K02,Shri Lakshmikanth Reddy G,Karnataka ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KN114K03,Ms. B Fouzia Taranum,Karnataka ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH114N05,Shri Vinay Gowda G C,Maharashtra ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AM114C06,Shri Hivare Nisarg Gautam,Assam Meghalya ,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH114D06,Shri Mohite Tushar Shantaram,Bihar ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JH114J05,Ms. Jadhav Vijaya Narayanrao,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH114N04,Shri Ombase Sachin Chhaganlal,Maharashtra ,0,M.B.B.S./Maharashtra University of Health Sciences Nashik/BJ Medical College,Anatomy Physiology Biochemistry,Natural Sciences,First,Supremo
MH114N04,Shri Ombase Sachin Chhaganlal,Maharashtra ,1,MASTER IN TAXATION AND BUSINESS LAW/NALSAR University of Law HYDerabad/NALSAR,Direct Tax Laws,"Governance, Law and Management",Grade 'A',Supremo
MH114N04,Shri Ombase Sachin Chhaganlal,Maharashtra ,2,M.A./Jawarher Lal Nehru University/Jawaharlal Nehru University,Public Management,"Governance, Law and Management",First,Supremo
MH114N07,Shri Kumbhar Ajit Balaso,Maharashtra ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH114N08,Shri Kardile Rahul Kashinath,Maharashtra ,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR114Q03,Ms. Aboli Sunil Naravane,Odisha ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AM114C02,Shri Swapnil Tembe,Assam Meghalya ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M02,Shri Harsh Singh,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M03,Ms. Aditi Garg,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M04,Shri Harshal Pancholi,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M05,Ms. Rani Bansal,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A04,Shri Saurabh Mishra,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MN114Y03,Shri Mayanglambam Rajkumar Singh,Manipur ,0,B.Tech./Indian Institute of Technology Bombay Mumbai/IIT BOMBAY,Civil Engg,"Engineering, Technology and Mathematics",Grade 'A',Supremo
MN114Y03,Shri Mayanglambam Rajkumar Singh,Manipur ,1,M.A./Jawahar Lal Nehru University New Delhi/LBSNAA,Public Management,"Governance, Law and Management",Second,Supremo
OR114Q01,Shri Muhammed Abdaal Akhtar,Odisha ,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR114Q07,Shri Amrit Ruturaj,Odisha ,0,N.A.,N.A.,N.A.,N.A.,Supremo
PB114R02,Shri Aditya Uppal,Punjab ,0,B.E./Thapar University Patiala/THAPAR INSTITUTE OF ENGG AND TECH PATIALA presently known as THAPAR UNIVERSITY,Mechanical,"Engineering, Technology and Mathematics",First,Supremo
PB114R02,Shri Aditya Uppal,Punjab ,1,M.A./JNU New Delhi/JNU New Delhi,Public Management,"Governance, Law and Management",First,Supremo
PB114R05,Ms. Palavi,Punjab ,0,Graduate/Baba Farid University of Health Sciences Faridkot,Medical Sciences,Medical,Second,Supremo
UT114A08,Ms. Purva Garg,A G M U T ,0,B.E./Thapar Institute Of Engineering and Technology Patiala Patiala Punjab,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
AM114C07,Shri Sumit Sattawan,Assam Meghalya ,0,B.Tech./IIT Kanpur/IIT Kanpur,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
BH114D09,Shri Ghanshyam Meena,Bihar ,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH114D10,Shri Manesh Kumar Meena,Bihar ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ114F08,Shri Lalit Narayan Singh Sandu,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HP114H03,Shri Mukesh Repaswal,Himachal Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR114Q05,Ms. Parul Patawari,Odisha ,0,B.A./University of Delhi/Miranda House,Economic Hons.,Social Science and Liberal Arts,First,Supremo
OR114Q05,Ms. Parul Patawari,Odisha ,1,M.B.A./University of Delhi/Delhi School of Economics,Intrnl Business,"Governance, Law and Management",First,Supremo
RJ114S06,Ms. Pooja Kumari Parth,Rajasthan ,0,N.A.,N.A.,N.A.,N.A.,Supremo
RJ114S08,Ms. Anjali Rajoria,Rajasthan ,0,M.B.B.S./University Of Delhi Delhi/Lady Hardinge Medical College,All Medical Subjects,Medical,First,Supremo
RJ114S08,Ms. Anjali Rajoria,Rajasthan ,1,M.A./JAWAHAR LAL NEHRU UNUVERSITY NEW DELHI/JAWAHAR LAL NEHRU UNUVERSITY,Public Management,"Governance, Law and Management",First,Supremo
HY114G03,Shri Uttam Singh,Haryana ,0,B.Sc./University of Rajasthan Jaipur,Mathematics,"Engineering, Technology and Mathematics",Second,Supremo
HY114G03,Shri Uttam Singh,Haryana ,1,M.C.A./Jai Narain Vyas University Jodhpur/MBM Engineering College Jodhpur,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
JH114J04,Shri Ramniwas Yadav,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KN114K05,Ms. Gargi Jain,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M01,Ms. Sanskriti Jain,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M07,Shri Mrinal Meena,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M11,Shri Parth Jaiswal,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AM114C01,Shri Megha Nidhi Dahal,Assam Meghalya ,0,Master of Arts/Jawaharlal Nehru University New delhi/LBSNAA,Public Management,"Governance, Law and Management",First,Supremo
AP114B03,Shri M N Harendhira Prasad,Andhra Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH114D05,Shri Sajjan R,Bihar ,0,N.A.,N.A.,N.A.,N.A.,Supremo
BH114D08,Ms. J Priyadharshini,Bihar ,0,B.Tech./Anna University,Information Technology,"Engineering, Technology and Mathematics",Pass,Supremo
CG114E04,Shri Haris S,Chhattisgarh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JH114J06,Ms. R Ronita,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KL114L05,Shri Umesh N S K,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A09,Shri Vikranth Raja A,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M08,Shri Balaguru K,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M09,Ms. J Reebha,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MN114Y01,Shri Ashwin S,Manipur ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MN114Y02,Ms. Lalithambigai K,Manipur ,0,B.Tech./Anna University,Iformation&tech,"Engineering, Technology and Mathematics",First with Distinction,Supremo
MN114Y02,Ms. Lalithambigai K,Manipur ,1,Master of Arts/JAWAHAR LAL NEHRU UNUVERSITY NEW DELHI,Public Management,"Governance, Law and Management",-,Supremo
OR114Q06,Shri Sakthya Krishnan K P,Odisha ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KL114L06,Shri Inbasekar K,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KN114K06,Shri Bhoobalan T,Karnataka ,0,Bachelor of Engineering/Anna University Chennai/PSG College of Technology,Computer Sc,"Engineering, Technology and Mathematics",First with Distinction,Supremo
KN114K06,Shri Bhoobalan T,Karnataka ,1,Masters Degree in Taxation and Business Laws/NALSAR University of Law HYDerabad/NALSAR,Taxation,"Governance, Law and Management",First,Supremo
KN114K06,Shri Bhoobalan T,Karnataka ,2,Master of Arts/Jawahar Lal Nehru University New Delhi/JNU,Public Management,"Governance, Law and Management",First,Supremo
KN114K07,Shri Raja P,Karnataka ,0,N.A.,N.A.,N.A.,N.A.,Supremo
KN114K08,Ms. K Lakshmi Priya,Karnataka ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH114N03,Ms. Vanmathi C,Maharashtra ,0,M.C.A./Bharathiar Univ Coimbatore,Computer Application,"Engineering, Technology and Mathematics",First with Distinction,Supremo
MH114N06,Ms. Buveneswari S,Maharashtra ,0,N.A.,N.A.,N.A.,N.A.,Supremo
GJ114F09,Ms. Arpit Sagar,Gujarat ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JH114J01,Ms. Madhvi Mishra,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JK114I02,Shri Sachin Kumar Vaishy,Jammu & Kashmir ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M13,Shri Himanshu Chandra,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP114M10,Shri Arpit Verma,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
RJ114S02,Shri Neelabh Saxena,Rajasthan ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A06,Shri Shashank Mani Tripathi,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
RJ114S03,Shri Nishant Jain,Rajasthan ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HP114H02,Shri Apoorv Devgan,Himachal Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
PB114R01,Shri Abhijeet Kaplish,Punjab ,0,B.Tech./Punjab Tech. Univ. Jalandhar,Bio-Technology,"Engineering, Technology and Mathematics",First,Supremo
CG114E01,Shri Prabhat Malik,Chhattisgarh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HY114H01,Shri Rahul Hooda,Haryana ,0,B.E./Panjab Chandigarh/Department of Chemical Engineering and Technology,Chemical Engg,"Engineering, Technology and Mathematics",First with Distinction,Supremo
HY114H01,Shri Rahul Hooda,Haryana ,1,M.B.A./Delhi University/Faculty of Management Studies FMS,Marketing,"Governance, Law and Management",First,Supremo
HY114H01,Shri Rahul Hooda,Haryana ,2,M.A./JAWAHAR LAL NEHRU UNUVERSITY NEW DELHI,Public Management,"Governance, Law and Management",First,Supremo
UP114G01,Ms. Nidhi Gupta,Haryana ,0,N.A.,N.A.,N.A.,N.A.,Supremo
HY114G02,Shri Mohd Imran Raza,Haryana ,0,B.A./Delhi University,Social Work,Social Science and Liberal Arts,First,Supremo
HY114G02,Shri Mohd Imran Raza,Haryana ,1,Master of Arts/Jamia Millia Islamia,Human Res Mngmt,"Governance, Law and Management",First,Supremo
HY114G02,Shri Mohd Imran Raza,Haryana ,2,Master of Arts/JAWAHAR LAL NEHRU UNUVERSITY NEW DELHI,Public Management,"Governance, Law and Management",First,Supremo
JH114J02,Shri Ananya Mittal,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A11,Ms. Ankita Anand,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A01,Ms. Ira Singhal,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A02,Ms. Vandana Rao,A G M U T ,0,N.A.,N.A.,N.A.,N.A.,Supremo
UT114A10,Ms. Bhanu Prabha,A G M U T ,0,PG Diploma/IIM Ahmedabad/IIM Ahemdabad,Management,"Engineering, Technology and Mathematics",First,Supremo
UT114A10,Ms. Bhanu Prabha,A G M U T ,1,M.A./JNU Delhi Delhi,Public Management,"Governance, Law and Management",First,Supremo
HY114I03,Shri Prashant Panwar,Haryana ,0,"B.E./D.C.E.,DELHI",Mechanical,"Engineering, Technology and Mathematics",First,Supremo
HY114I03,Shri Prashant Panwar,Haryana ,1,Master in Business Administration/INDIAN INSTITUTE OF FOREIGN TRADE DEEMED UNI NEW DELHI,International Business,"Governance, Law and Management",First,Supremo
KL114L04,Shri Geromic George,Kerala ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MH114N01,Shri Aman Mittal,Maharashtra ,0,N.A.,N.A.,N.A.,N.A.,Supremo
JH114P01,Ms. Anjali Yadav,Nagaland ,0,N.A.,N.A.,N.A.,N.A.,Supremo
OR114Q02,Shri Lingraj Panda,Odisha ,0,N.A.,N.A.,N.A.,N.A.,Supremo
AP115B06,Shri Venkateswar Salijamala,Andhra Pradesh ,0,M.B.B.S./Dr. NTR University of Health Sciences A.P/University College,Medicine,Medical,First,Supremo
AM115C03,Shri Ramakrishna Ch,Assam Meghalya ,0,M.B.A./IIM Ahmedabad/IIM Ahemdabad,Management Accounting,"Governance, Law and Management",Second,Supremo
AM115C06,Shri P Uday Praveen,Assam Meghalya ,0,M.B.B.S./Dr. NTR University of Health Sciences A.P/Kurnool Medical College,Medicine,Medical,First,Supremo
AP115B01,Ms. Kirthi C,Andhra Pradesh ,0,B.Tech./IIT Madras/IIT MADRAS,Metallurgy,"Engineering, Technology and Mathematics",First,Supremo
BH115D04,Shri Ravi Prakash,Bihar ,0,B.Tech./IIT Kanpur/IIT KANPUR.,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
BH115D05,Ms. Varsha Singh,Bihar ,0,B.Sc./Nagpur Nagpur/Nagpur University College,Science,Natural Sciences,First,Supremo
BH115D06,Shri Mukul Kumar Gupta,Bihar ,0,B.Tech./SASTRA University Tamil Nadu/SASTRA University,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
CG115E03,Shri Rahul Deo,Chhattisgarh ,0,B.Tech./National Institute of Technology (NIT) Warangal Warangal (AP)/National Institute of Technology (NIT) Warangal,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
GJ115F09,Shri Parmar Tejas Dilipbhai,Gujarat ,0,"B.Tech./Sardar Patel University Vallabh Vidyanagar Gujarat/Sardar Vallabhbhai National Institute of Technology, Surat, Gujrat",Mechanical,"Engineering, Technology and Mathematics",First with Distinction,Supremo
UT115A02,Ms. Saloni Rai,A G M U T ,0,B.Com./University of Delhi/University of Delhi,Commerce,Finance,First,Supremo
RJ115S05,Shri Amit Yadav,Rajasthan ,0,M.B.B.S./Maharshi Dayanand Sarswati University Rohtak Rohtak Haryana/Pt. BDS PGIMS,Medical Sciences,Medical,First,Supremo
MP115M02,Shri Ashish Sangwan,Madhya Pradesh ,0,M.S./Emory University Atlanta Georgia/College of Engg and Technology,Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MP115M03,Shri Siddharth Jain,Madhya Pradesh ,0,B.Tech./IIT Rookee Roorkee/IIT ROORKEE,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
MN115Y04,Shri Ajay Arora,Punjab ,0,M.Phil./Jawaharlal Nehru University New delhi/Jawahar Lal Nehru University,Environmental Laws,"Governance, Law and Management",First,Supremo
MH115N04,Ms. Indu Rani Jakhar,Maharashtra ,0,M.B.B.S./Delhi University/DELHI UNIVERSITY,Medicine,Medical,Not Awarded,Supremo
KL115L02,Shri Vinay Goyal,Kerala ,0,M.B.B.S./Maharashi Dayanand University Rohatak/University College,Medicine Surgery,Medical,Not Awarded,Supremo
HY115G02,Shri Rahul Narwal,Haryana ,0,B.V.Sc. & A.H./CCS Haryana Agricultural University Hisar Hisar Haryana/CCS Haryana Agricultural University Hisar,Veterinary Sc.,Medical,First,Supremo
GJ115F02,Ms. Shalini Duhan,Gujarat ,0,Bachelor of Engineering/HARYANA/DCRUST(Deenbandhu Chhotu Ram University of Science & Technology),Bio-Technology,"Engineering, Technology and Mathematics",First,Supremo
HP115H05,Shri Amit Kumar Sharma,Himachal Pradesh ,0,M.V.Sc./UP Tech Univeristy UP/Indian Veterinary Research Institute,Veterinary Sc.,Medical,First,Supremo
HP115H01,Shri Anurag Chander Sharma,Himachal Pradesh ,0,B.Tech./TAMIL NADU/Vellore Institute of Technology,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
RJ115S02,Shri Athar Aamir Ul Shafi Khan,Rajasthan ,0,B.Tech./IIT/IIT,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
RJ115S02,Shri Athar Aamir Ul Shafi Khan,Rajasthan ,1,M.A./JNU/LBSNAA,Public Management,"Governance, Law and Management",First,Supremo
JH115J08,Shri Basharat Qayoom,Jharkhand ,0,M.B.B.S./University of Kashmir Srinagar/Govt.Medical College,Medicine,Medical,First,Supremo
CG115E04,Shri Vinay Kumar Langeh,Chhattisgarh ,0,"B.Tech./Institute of Engineers (India)/National Institute of Technology, Srinagar",Computer Sc,"Engineering, Technology and Mathematics",First,Supremo
MH115N05,Shri Kumar Ashirwad,Maharashtra ,0,B.Tech./Indian Institute of Technology Kharagpur/IIT KHARAGPUR,Civil Engg,"Engineering, Technology and Mathematics",Not Awarded,Supremo
KL115L01,Ms. Eesha Priya,Kerala ,0,B.Tech./Cochin University of Science & Technology/University College,Electrical Engg.,"Engineering, Technology and Mathematics",First,Supremo
JH115J02,Ms. Megha Bhardwaj,Jharkhand ,0,M.Sc./Delhi University/DELHI UNIVERSITY,Zoology,Natural Sciences,First,Supremo
JH115J05,Shri Chandan Kumar,Jharkhand ,0,B.Tech./Dhanbad/INDIAN SCHOOL OF MINES DHANBAD,Mineral Exploration,Others,First,Supremo
JH115J01,Shri Karn Satyarthi,Jharkhand ,0,B.Tech./IIT KHARAGPUR KHARAGPUR/IIT KHARAGPUR,Mining.Engg.,"Engineering, Technology and Mathematics",First,Supremo
KN115K03,Shri Mohammed Ikramulla Shariff,Karnataka ,0,B.A./University of VIRGINIA/University of Virginia,Economics,Social Science and Liberal Arts,First,Supremo
KN115K01,Shri Darshan H V,Karnataka ,0,"Bachelor of Engineering/Visveswaraiah Technological University Belgaum, Karnataka/Visvesvaraya National Institute of Technology",Indian Industry,Others,First with Distinction,Supremo
AP115B05,Shri Chetan T S,Andhra Pradesh ,0,"B.E./Visveswaraiah Technological University Belgaum, Karnataka/University College",Information Sc,"Engineering, Technology and Mathematics",Not Awarded,Supremo
UT115A08,Shri Vivek H P,A G M U T ,0,"B.E./Visveswaraiah Technological University Belgaum, Karnataka/University College",Telecomm Engg,"Engineering, Technology and Mathematics",First,Supremo
KL115L04,Shri Asif K Yusuf,Kerala ,0,M.B.A./ALLIANCE FRANCAISE DE DELHI/Alliance Francaise de Delhi,Marketing Management,"Governance, Law and Management",Not Awarded,Supremo
KL115L05,Shri Arun K Vijayan,Kerala ,0,"B.E./Birla Institute of Technology & Science, Pilani RAJASTHAN/Birla Institue of Tech and Science Pilani",Electrical Engg.,"Engineering, Technology and Mathematics",Second,Supremo
AP115B02,Shri Anand O,Andhra Pradesh ,0,B.Tech./Kerala University/University College,Electronics and Communication,"Engineering, Technology and Mathematics",First,Supremo
RJ115S01,Ms. Tina Dabi,Rajasthan ,0,B.A. Honours/Delhi University/DELHI UNIVERSITY,Political Sc.,Social Science and Liberal Arts,First,Supremo
MP115M10,Shri Gaurav Benal,Madhya Pradesh ,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP115M01,Shri Ashish Tiwari,Madhya Pradesh ,0,B.Tech./NIT Jamshedpur/NIT Jamshedpur,Mechanical,"Engineering, Technology and Mathematics",First,Supremo
MP115M04,Shri Anshul Gupta,Madhya Pradesh ,0,Master of Technology/Indian Institute of Technology Kharagpur/IIT KHARAGPUR,Instrumentation,"Engineering, Technology and Mathematics",Pass,Supremo
AM115C04,Shri Narendra Kumar Shah,Assam Meghalya ,0,B.Tech./IIT MUMBAI/IIT Mumbai,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
OR115Q04,Shri Shinde Dattatraya Bhausaheb,Odisha ,0,B.A./University of Pune/University of Pune,History,Social Science and Liberal Arts,First,Supremo
