ID,Name,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
AP008500,Shri C S Sastry,Andhra Pradesh,0,Graduate,Geology,First,Supremo,Natural Sciences
AP008500,Shri C S Sastry,Andhra Pradesh,1,P.G.,English Lit,First,Supremo,Languages and Fine Arts
AP008800,Shri T Balakrishnan,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP008900,Shri Ajit Singh,Andhra Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
AP008900,Shri Ajit Singh,Andhra Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
BH010400,Shri Arun Prasad,Bihar,0,Certificate,French,Second,Supremo,Languages and Fine Arts
BH010400,Shri Arun Prasad,Bihar,1,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
BH010400,Shri Arun Prasad,Bihar,2,P.G.,English Lit,Ordinary,Supremo,Languages and Fine Arts
GJ005000,Shri H K Khan,Gujarat,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ005100,Shri H R Patankar,Gujarat,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ005100,Shri H R Patankar,Gujarat,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP018500,Shri S Sharma,Uttar Pradesh,0,Certificate,Local Self Govt,Ordinary,Supremo,"Governance, Law and Management"
UP018500,Shri S Sharma,Uttar Pradesh,1,Graduate,Physics,First,Supremo,Natural Sciences
UP018500,Shri S Sharma,Uttar Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
WB008800,Shri Ts Broca,West Bengal,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
WB008800,Shri Ts Broca,West Bengal,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB008800,Shri Ts Broca,West Bengal,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
WB008900,Shri Jk Kohli,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
WB008900,Shri Jk Kohli,West Bengal,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
WB009000,Shri Sm Murshed,West Bengal,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
WB009100,Shri Vinayak Misra,West Bengal,0,Graduate,English,Second,Supremo,Languages and Fine Arts
WB009100,Shri Vinayak Misra,West Bengal,1,P.G.,English,Second,Supremo,Languages and Fine Arts
WB009200,Shri Arun Sen,West Bengal,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
WB009200,Shri Arun Sen,West Bengal,1,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
WB009200,Shri Arun Sen,West Bengal,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL003200,Ms. P Ramachandran,Kerala,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN005800,Shri Nkp Rao,Karnataka,0,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
KN005800,Shri Nkp Rao,Karnataka,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KN005800,Shri Nkp Rao,Karnataka,2,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
AP008600,Shri P S Krishnan,Andhra Pradesh,0,Graduate,Philosophy,Second,Supremo,Social Science and Liberal Arts
AP008600,Shri P S Krishnan,Andhra Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
HY003500,Shri Sk Misra,Haryana,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY003500,Shri Sk Misra,Haryana,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL003300,Shri Pk Umashankar,Kerala,0,Graduate,Geology,Second,Supremo,Natural Sciences
KL003300,Shri Pk Umashankar,Kerala,1,P.G.,Geology,First,Supremo,Natural Sciences
MH009900,Shri Jg Kanga,Maharashtra,0,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
MH009900,Shri Jg Kanga,Maharashtra,1,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
MH009900,Shri Jg Kanga,Maharashtra,2,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MP009900,Shri An Varma,Madhya Pradesh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
MP009900,Shri An Varma,Madhya Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
PB003700,Shri P H Vaishnav,Punjab,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
PB003700,Shri P H Vaishnav,Punjab,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
RJ006800,Shri Naresh Chandra,Rajasthan,0,Graduate,Physics,First,Supremo,Natural Sciences
RJ006800,Shri Naresh Chandra,Rajasthan,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
TN006700,Shri A Padamnabhan,Tamil Nadu,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
TN006700,Shri A Padamnabhan,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP018400,Shri M Vardarajan,Uttar Pradesh,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
UP018400,Shri M Vardarajan,Uttar Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP018600,Shri Sn Acharya,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP018600,Shri Sn Acharya,Uttar Pradesh,1,P.G.,Mathematics,Third,Supremo,"Engineering, Technology and Mathematics"
WB008700,Shri Tc Dutt,West Bengal,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
WB008700,Shri Tc Dutt,West Bengal,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
WB008700,Shri Tc Dutt,West Bengal,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MH009500,Shri Dm Sukthankar,Maharashtra,0,Graduate,Commerce,Second,Supremo,Finance
MH009500,Shri Dm Sukthankar,Maharashtra,1,P.G.,Commerce,Second,Supremo,Finance
MH009600,Shri Ss Tinaikar,Maharashtra,0,Graduate,Philosophy,Second,Supremo,Social Science and Liberal Arts
MH009600,Shri Ss Tinaikar,Maharashtra,1,P.G.,Philosophy,Second,Supremo,Social Science and Liberal Arts
MH009700,Shri Pv Nayak,Maharashtra,0,Graduate,Commerce,First,Supremo,Finance
MH009800,Shri Kb Srinivasan,Maharashtra,0,Graduate,Law,Third,Supremo,"Governance, Law and Management"
MH009800,Shri Kb Srinivasan,Maharashtra,1,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
MP010000,Shri Rp Kapoor,Madhya Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP010000,Shri Rp Kapoor,Madhya Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP010100,Shri Rk Tikku,Madhya Pradesh,0,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MP010400,Dr. Iswar Das,Madhya Pradesh,0,Graduate,Chemistry,First,Supremo,Natural Sciences
MP010400,Dr. Iswar Das,Madhya Pradesh,1,P.G.,Chemistry,First,Supremo,Natural Sciences
MP010400,Dr. Iswar Das,Madhya Pradesh,2,Ph. D.,Chemistry,Ordinary,Supremo,Natural Sciences
MP010600,Shri Bj Heerjee,Madhya Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MP010700,Shri Suresh Mathur,Madhya Pradesh,0,Graduate,Botany,Second,Supremo,Natural Sciences
MP010700,Shri Suresh Mathur,Madhya Pradesh,1,P.G.,Botany,Third,Supremo,Natural Sciences
MP010800,Shri Pn Abbi,Madhya Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP010800,Shri Pn Abbi,Madhya Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
OR006600,Shri Bhupinder Singh,Odisha,0,Graduate,Geology,First,Supremo,Natural Sciences
OR006600,Shri Bhupinder Singh,Odisha,1,P.G.,Geology,Ordinary,Supremo,Natural Sciences
PB003600,Shri K D Vasudeva,Punjab,0,Graduate,English,First,Supremo,Languages and Fine Arts
PB003600,Shri K D Vasudeva,Punjab,1,P.G.,English,Second,Supremo,Languages and Fine Arts
RJ006900,Shri Vbl Mathur,Rajasthan,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
RJ006900,Shri Vbl Mathur,Rajasthan,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
RJ007000,Shri Tej Kumar,Rajasthan,0,Graduate,English,First,Supremo,Languages and Fine Arts
RJ007000,Shri Tej Kumar,Rajasthan,1,Graduate,Physics,First,Supremo,Natural Sciences
RJ007000,Shri Tej Kumar,Rajasthan,2,P.G.,Physics,First,Supremo,Natural Sciences
RJ007100,Shri Hs Ramani,Rajasthan,0,Certificate,Hindi,Second,Supremo,Languages and Fine Arts
RJ007100,Shri Hs Ramani,Rajasthan,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
RJ007100,Shri Hs Ramani,Rajasthan,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN006900,Shri Mm Rajendran,Tamil Nadu,0,Graduate,Physics,First,Supremo,Natural Sciences
TN007000,Shri P Murari,Tamil Nadu,0,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN007000,Shri P Murari,Tamil Nadu,1,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
TN007400,Shri Kml Chhabra,Tamil Nadu,0,Graduate,English,Second,Supremo,Languages and Fine Arts
TN007400,Shri Kml Chhabra,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN007600,Shri B V Raghavan,Tamil Nadu,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
TN007600,Shri B V Raghavan,Tamil Nadu,1,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
TN007700,Shri Badrinath,Tamil Nadu,0,Graduate,Philosophy,Second,Supremo,Social Science and Liberal Arts
TN007700,Shri Badrinath,Tamil Nadu,1,Graduate,Psychology,Ordinary,Supremo,Social Science and Liberal Arts
AP009300,Shri Sr Sankaran,Andhra Pradesh,0,Graduate,Commerce,First,Supremo,Finance
AP009400,Shri Tl Shankar,Andhra Pradesh,0,P.G.,Chemistry,Second,Supremo,Natural Sciences
AP009400,Shri Tl Shankar,Andhra Pradesh,1,P.G.,Development Economics,First,Supremo,Social Science and Liberal Arts
AP009400,Shri Tl Shankar,Andhra Pradesh,2,P.G.,Physical Chem,Second,Supremo,Natural Sciences
AP009500,Shri Diljeet Aurora,Andhra Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
AP009500,Shri Diljeet Aurora,Andhra Pradesh,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
AP009600,Shri S Bhandarkar,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP009600,Shri S Bhandarkar,Andhra Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP009700,Shri Sushil Kumar,Andhra Pradesh,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
AP009700,Shri Sushil Kumar,Andhra Pradesh,1,P.G.,Chemistry,Second,Supremo,Natural Sciences
AP009800,Shri Ramesh Grover,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP009800,Shri Ramesh Grover,Andhra Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP009900,Shri P Sitapati,Andhra Pradesh,0,Graduate,Chemistry,First,Supremo,Natural Sciences
AP009900,Shri P Sitapati,Andhra Pradesh,1,P.G.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
AP009900,Shri P Sitapati,Andhra Pradesh,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
BH011400,Shri A U Sarma,Bihar,0,Graduate,Philosophy,First,Supremo,Social Science and Liberal Arts
BH011600,Shri R C Arora,Bihar,0,Graduate,Civil Engg,First,Supremo,"Engineering, Technology and Mathematics"
BH011600,Shri R C Arora,Bihar,1,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
BH011700,Shri Sn Saigal,Bihar,0,Diploma,Economic Dev.,Ordinary,Supremo,Social Science and Liberal Arts
BH011700,Shri Sn Saigal,Bihar,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH011700,Shri Sn Saigal,Bihar,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
BH011800,Shri K Prasad,Bihar,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
BH011800,Shri K Prasad,Bihar,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
BH011900,Shri S P Shukla,Bihar,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH011900,Shri S P Shukla,Bihar,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
BH012000,Shri Suresh Kumar,Bihar,0,Graduate,Physics,First,Supremo,Natural Sciences
BH012000,Shri Suresh Kumar,Bihar,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
BH012200,Shri G S Grewal,Bihar,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
BH012200,Shri G S Grewal,Bihar,1,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
GJ006100,Shri B T Trivedi,Gujarat,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
GJ006100,Shri B T Trivedi,Gujarat,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP018900,Shri Gk Arora,Uttar Pradesh,0,Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
UP018900,Shri Gk Arora,Uttar Pradesh,1,Graduate,English Lit,First,Supremo,Languages and Fine Arts
UP018900,Shri Gk Arora,Uttar Pradesh,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
UP019000,Shri Mahesh Prasad,Uttar Pradesh,0,Certificate,Economics,First,Supremo,Social Science and Liberal Arts
UP019000,Shri Mahesh Prasad,Uttar Pradesh,1,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
UP019000,Shri Mahesh Prasad,Uttar Pradesh,2,Graduate,Sanskrit,First,Supremo,Languages and Fine Arts
UP019000,Shri Mahesh Prasad,Uttar Pradesh,3,P.G.,Sanskrit,First,Supremo,Languages and Fine Arts
UP019100,Shri R Venkatanaryan,Uttar Pradesh,0,Graduate,Electrical Engg.,First,Supremo,"Engineering, Technology and Mathematics"
UP019200,Shri An Segal,Uttar Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UP019200,Shri An Segal,Uttar Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
UP019300,Shri Nm Majumdar,Uttar Pradesh,0,Graduate,Commerce,Second,Supremo,Finance
UP019300,Shri Nm Majumdar,Uttar Pradesh,1,P.G.,Commerce,Third,Supremo,Finance
UP019400,Shri Rd Sonker,Uttar Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UP019400,Shri Rd Sonker,Uttar Pradesh,1,P.G.,Philosophy,Second,Supremo,Social Science and Liberal Arts
WB009600,Shri Prb Subramanian,West Bengal,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
WB009800,Dr. Nk Sengupta,West Bengal,0,Certificate,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
WB009800,Dr. Nk Sengupta,West Bengal,1,Graduate,History,First,Supremo,Social Science and Liberal Arts
WB009800,Dr. Nk Sengupta,West Bengal,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
WB009800,Dr. Nk Sengupta,West Bengal,3,Ph. D.,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
WB009900,Shri Crg Majumdar,West Bengal,0,Graduate,Physics,Ordinary,Supremo,Natural Sciences
WB010000,Shri Sp Mallik,West Bengal,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
WB010000,Shri Sp Mallik,West Bengal,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
WB010000,Shri Sp Mallik,West Bengal,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
HP000900,Shri Pk Mattoo,Himachal Pradesh,0,Graduate,Electrical Engg.,First,Supremo,"Engineering, Technology and Mathematics"
HP000900,Shri Pk Mattoo,Himachal Pradesh,1,Graduate,English Lit,First,Supremo,Languages and Fine Arts
KL003600,Shri Pm Abraham,Kerala,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KL003600,Shri Pm Abraham,Kerala,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
KL003700,Shri Mgk Nair,Kerala,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
KL003700,Shri Mgk Nair,Kerala,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
KL003900,Shri N Kaleeswaran,Kerala,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KL004100,Shri Zacharia Mathew,Kerala,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
KN006000,Shri Sk Warrior,Karnataka,0,Certificate,Chemistry,Ordinary,Supremo,Natural Sciences
KN006000,Shri Sk Warrior,Karnataka,1,Graduate,Chemistry,Second,Supremo,Natural Sciences
KN006000,Shri Sk Warrior,Karnataka,2,Graduate,Food Technology,Second,Supremo,"Engineering, Technology and Mathematics"
KN006100,Shri Ms Narayanan,Karnataka,0,Diploma,Statistics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
KN006100,Shri Ms Narayanan,Karnataka,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KN006300,Shri T P Issar,Karnataka,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KN006300,Shri T P Issar,Karnataka,1,P.G.,English,First,Supremo,Languages and Fine Arts
BH011500,Shri J C Jetli,Bihar,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
BH011500,Shri J C Jetli,Bihar,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
BH011500,Shri J C Jetli,Bihar,2,P.G.,History,Ordinary,Supremo,Social Science and Liberal Arts
BH011500,Shri J C Jetli,Bihar,3,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL003800,Shri S Padmakumar,Kerala,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
KL003800,Shri S Padmakumar,Kerala,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
RJ007800,Shri R Ramakrishna,Rajasthan,0,Diploma,Statistics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
RJ007800,Shri R Ramakrishna,Rajasthan,1,Graduate,Law,Third,Supremo,"Governance, Law and Management"
RJ007800,Shri R Ramakrishna,Rajasthan,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN007300,Shri Dk Oza,Tamil Nadu,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MH010000,Shri S Rajgopal,Maharashtra,0,Graduate,Mathematics,Third,Supremo,"Engineering, Technology and Mathematics"
MH010000,Shri S Rajgopal,Maharashtra,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MH010200,Shri V Srinivasan,Maharashtra,0,Diploma,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MH010200,Shri V Srinivasan,Maharashtra,1,Graduate,Chemical Engg,First,Supremo,"Engineering, Technology and Mathematics"
MH010200,Shri V Srinivasan,Maharashtra,2,Graduate,Chemistry,First,Supremo,Natural Sciences
MP011000,Shri Sk Sarkar,Madhya Pradesh,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
MP011000,Shri Sk Sarkar,Madhya Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
MP011000,Shri Sk Sarkar,Madhya Pradesh,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
MP011100,Shri Vk Malik,Madhya Pradesh,0,Graduate,English Lit,Third,Supremo,Languages and Fine Arts
MP011100,Shri Vk Malik,Madhya Pradesh,1,P.G.,English,Second,Supremo,Languages and Fine Arts
MP011500,Shri Manish Bahl,Madhya Pradesh,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
MP011500,Shri Manish Bahl,Madhya Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MP011600,Shri Dg Bhave,Madhya Pradesh,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
MP011600,Shri Dg Bhave,Madhya Pradesh,1,P.G.,English,Ordinary,Supremo,Languages and Fine Arts
MP011700,Shri Dy Manawar,Madhya Pradesh,0,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
MP011800,Shri Ak Pandya,Madhya Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MP011800,Shri Ak Pandya,Madhya Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
OR006900,Shri Ak Ray,Odisha,0,Graduate,Chemistry,Ordinary,Supremo,Natural Sciences
OR006900,Shri Ak Ray,Odisha,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
OR007000,Shri Rk Rath,Odisha,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
OR007000,Shri Rk Rath,Odisha,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
OR007100,Shri Rk Mishra,Odisha,0,Certificate,Rural Economics,Ordinary,Supremo,Social Science and Liberal Arts
OR007100,Shri Rk Mishra,Odisha,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
OR007100,Shri Rk Mishra,Odisha,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
PB003800,Shri B B Mahajan,Punjab,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
PB003800,Shri B B Mahajan,Punjab,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
PB003900,Shri R C Kapila,Punjab,0,Graduate,English,First,Supremo,Languages and Fine Arts
PB003900,Shri R C Kapila,Punjab,1,P.G.,English,Second,Supremo,Languages and Fine Arts
PB004000,Shri R P Ojha,Punjab,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
PB004000,Shri R P Ojha,Punjab,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
RJ007700,Shri Anil Bordia,Rajasthan,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
RJ007700,Shri Anil Bordia,Rajasthan,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
RJ007900,Shri Rj Majithia,Rajasthan,0,Graduate,Commerce,Second,Supremo,Finance
RJ008000,Shri Pn Bahl,Rajasthan,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
RJ008000,Shri Pn Bahl,Rajasthan,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
RJ008100,Shri Dn Prasad,Rajasthan,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
RJ008100,Shri Dn Prasad,Rajasthan,1,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
RJ008100,Shri Dn Prasad,Rajasthan,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
RJ008200,Shri Sp Vishnoi,Rajasthan,0,Graduate,Physics,First,Supremo,Natural Sciences
RJ008200,Shri Sp Vishnoi,Rajasthan,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
RJ008300,Shri Bn Dhoundiyal,Rajasthan,0,Graduate,Hindi,Second,Supremo,Languages and Fine Arts
